id,average,a_plus,a,a_minus,b_plus,b,b_minus,c_plus,c,c_minus,total_enrolled,course_id,dfw
74068,,0,1,3,1,2,0,0,0,0,7,11033.0,0
74069,3.32,0,1,2,11,2,1,0,0,0,17,8200.0,0
74070,3.35,0,3,2,5,3,2,0,0,0,15,6900.0,0
74071,3.38,0,0,4,7,2,0,0,0,0,13,9267.0,0
74072,,0,0,6,8,2,0,0,0,0,16,11034.0,0
74073,3.38,0,2,1,5,3,0,0,0,0,11,11035.0,0
74074,3.447396063123105,2,14,23,40,12,4,0,0,0,95,11036.0,0
74075,3.4134375,0,6,11,17,4,2,1,0,0,41,11037.0,0
74076,3.4935483870967743,1,8,10,21,6,0,0,0,0,47,11038.0,1
74077,3.68,0,27,41,70,16,1,4,2,0,161,8216.0,0
74078,,0,0,6,6,4,0,0,0,0,16,8222.0,0
74079,3.54,2,5,6,15,2,0,0,0,0,30,10426.0,0
74080,3.47,0,6,11,39,5,1,0,0,0,62,11039.0,0
74081,3.389559471348018,0,16,61,113,28,7,1,1,0,227,11040.0,0
74082,,0,0,1,1,1,0,0,0,0,3,10742.0,0
74083,3.382857142857143,0,0,11,10,7,0,0,0,0,28,8235.0,0
74084,3.4236986301369865,0,6,27,32,2,4,1,0,0,73,9689.0,1
74085,3.46,0,2,5,4,2,1,0,0,0,14,11041.0,0
74086,,0,3,3,2,2,0,0,0,0,10,11042.0,0
74087,,0,0,3,6,1,0,0,0,0,10,11043.0,0
74088,3.51,0,3,3,7,1,0,0,0,0,14,11044.0,0
74089,,0,0,4,1,0,1,0,0,0,6,11045.0,0
74090,3.4,0,2,3,9,3,0,0,0,0,17,11046.0,0
74091,3.4,0,2,4,5,3,1,0,0,0,15,11047.0,0
74092,3.3768292682926826,0,3,12,20,5,0,0,0,0,41,11048.0,1
74093,3.391764705882353,1,4,7,12,8,2,0,0,0,34,11049.0,0
74094,3.38,0,3,1,10,2,1,0,0,0,17,11050.0,0
74095,,0,4,2,2,4,2,0,0,0,14,11051.0,0
74096,3.5106451612903227,0,4,11,14,2,0,0,0,0,31,11052.0,0
74097,3.9396324818352144,182,61,24,2,5,2,0,0,1,277,11053.0,0
74098,3.533333333,1,3,5,1,1,0,2,0,0,13,11054.0,0
74099,,0,1,0,0,0,0,0,0,0,1,11055.0,0
74100,,0,0,2,1,0,0,0,0,0,3,11056.0,0
74101,3.6077386934673368,0,54,76,46,20,2,0,0,0,199,11058.0,1
74102,3.7,2,9,2,5,2,0,0,0,0,20,11059.0,0
74103,3.712307692307692,3,40,72,9,3,2,0,0,0,130,1945.0,1
74104,3.26,0,1,4,7,3,2,1,0,0,18,11060.0,0
74105,3.68,0,9,9,1,1,2,0,0,0,22,11062.0,0
74106,,4,12,2,0,0,0,0,0,0,20,11063.0,2
74107,3.74,4,15,6,4,2,0,0,0,0,33,11064.0,2
74108,,0,0,1,0,0,0,0,0,0,1,11065.0,0
74109,3.7693020527472147,23,66,37,16,12,1,0,0,0,155,8365.0,0
74110,3.6797983193277313,12,38,14,11,7,3,0,0,0,85,11066.0,0
74111,3.5228205128513777,22,31,34,37,25,7,2,2,0,162,9715.0,2
74112,3.7982873900035186,34,57,38,19,4,1,0,0,0,155,11067.0,2
74113,,0,0,0,0,0,0,0,0,0,1,10785.0,1
74114,3.841344415678794,24,126,10,6,5,3,1,1,2,179,11068.0,1
74115,3.6384210526315792,6,20,18,4,5,0,2,0,0,57,11069.0,2
74116,3.8614361702127664,14,114,42,15,3,0,0,0,0,188,8418.0,0
74117,,0,0,0,0,0,0,0,0,0,14,2100.0,14
74118,,0,0,0,0,0,0,0,0,0,5,2101.0,5
74119,,0,0,0,0,0,0,0,0,0,2,2105.0,2
74120,,0,0,0,0,0,0,0,0,0,2,6982.0,2
74121,,0,0,0,0,0,0,0,0,0,4,9014.0,4
74122,3.41,2,15,7,7,7,2,0,0,0,41,2164.0,1
74123,,1,31,2,0,0,0,0,0,0,35,2168.0,1
74124,3.7795076923076927,93,120,58,17,13,8,3,2,1,325,11074.0,9
74125,,0,3,2,2,0,0,0,0,0,7,11075.0,0
74126,,0,3,2,4,1,0,0,0,0,10,11076.0,0
74127,,0,5,4,0,1,0,0,0,0,10,11077.0,0
74128,,0,5,0,0,0,0,0,0,0,5,8500.0,0
74129,,0,3,3,1,0,0,0,0,0,7,11078.0,0
74130,3.932727272727273,0,35,5,2,0,0,0,0,0,44,11079.0,2
74131,,0,4,5,1,0,0,0,0,0,10,9766.0,0
74132,,0,3,3,1,2,1,0,0,0,10,8539.0,0
74133,4.0,0,27,0,0,0,0,0,0,0,27,11081.0,0
74134,3.9,0,24,1,1,0,1,0,0,0,27,11082.0,0
74135,3.6479175050301813,8,31,16,4,5,6,0,0,0,71,11083.0,1
74136,3.2406504065343675,4,21,15,7,5,11,1,0,0,66,11084.0,2
74137,3.994677419354839,6,61,1,0,0,0,0,0,0,69,11085.0,1
74138,4.0,6,57,1,0,0,0,0,0,0,65,11086.0,1
74139,,0,1,1,1,0,1,0,0,0,6,11087.0,2
74140,4.0,5,34,5,0,0,0,0,0,0,47,8578.0,3
74141,,0,1,0,0,0,0,0,0,0,1,11088.0,0
74142,3.84,4,19,25,4,0,1,0,0,0,53,8585.0,0
74143,,0,5,0,0,0,0,0,0,0,5,9774.0,0
74144,3.63622641509434,0,15,21,14,2,1,0,0,0,53,11090.0,0
74145,3.4791011234382023,0,12,41,22,7,2,3,2,0,89,11091.0,0
74146,,1,11,0,0,2,0,0,0,0,14,2495.0,0
74147,3.86,0,16,8,1,0,0,0,0,0,25,11094.0,0
74148,3.719664670658682,10,362,303,81,75,1,0,1,0,835,11095.0,2
74149,3.484796380090497,2,40,74,58,31,10,2,1,0,221,11096.0,3
74150,3.5724641833810886,0,81,141,83,31,9,2,0,0,349,11097.0,2
74151,3.8692307692307693,1,26,8,4,0,0,0,0,0,39,11098.0,0
74152,3.8487999999999998,5,11,7,1,1,0,0,0,0,25,11099.0,0
74153,,0,4,0,1,3,0,0,0,0,8,11101.0,0
74154,,0,5,2,0,1,0,0,0,0,8,11102.0,0
74155,,0,3,2,1,1,0,0,0,0,7,11103.0,0
74156,,2,5,3,0,0,0,0,0,0,10,11104.0,0
74157,,0,0,3,0,1,0,0,0,0,4,11105.0,0
74158,,0,2,6,3,0,1,1,0,0,13,11107.0,0
74159,3.8084444444444445,2,28,9,4,1,0,0,1,0,45,11108.0,0
74160,3.55,0,3,5,3,1,1,0,0,0,13,11109.0,0
74161,3.6174814814370375,22,38,9,8,3,3,2,3,0,90,11110.0,2
74162,,0,0,0,0,0,0,0,0,0,1,2574.0,1
74163,,1,1,0,0,0,0,0,0,0,2,11111.0,0
74164,3.6522019334049407,21,382,344,66,53,28,5,9,3,931,11113.0,20
74165,3.550576923076923,3,25,12,6,7,5,0,0,1,62,11114.0,3
74166,,2,5,1,0,0,0,0,0,0,8,11115.0,0
74167,3.295925925925926,3,10,27,28,25,6,5,2,1,108,8717.0,1
74168,3.7571917808219175,14,131,103,23,11,4,3,0,0,292,11116.0,2
74169,3.875084745762712,9,34,10,6,0,0,0,0,0,59,11117.0,0
74170,,0,3,4,1,0,0,0,0,0,8,11118.0,0
74171,3.3480246913580247,0,15,67,36,22,7,5,6,2,162,11119.0,2
74172,3.3069230769230766,0,16,10,15,12,3,3,5,0,65,11120.0,1
74173,3.714736842105263,2,17,11,4,1,0,2,0,0,38,11121.0,1
74174,3.4235714285714285,7,23,14,13,18,3,0,1,1,84,11122.0,4
74175,4.0,1,13,4,0,0,0,0,0,0,24,11123.0,0
74176,3.76,2,7,4,1,0,0,0,0,0,17,11124.0,0
74177,3.36,0,3,8,8,2,0,0,0,0,23,11125.0,2
74178,3.662894736842105,5,12,14,4,4,0,1,0,0,40,9354.0,0
74179,3.8918749999999998,7,39,14,4,0,0,0,0,0,64,9830.0,0
74180,2.89,0,0,7,4,5,2,0,2,0,22,11126.0,2
74181,,0,0,0,0,0,0,0,0,0,1,2650.0,1
74182,3.685,0,23,3,8,3,0,0,0,0,37,11127.0,0
74183,,0,16,1,0,0,0,0,0,0,17,11128.0,0
74184,,1,7,6,1,1,1,0,1,0,19,11129.0,1
74185,,0,7,3,2,1,1,0,0,1,16,11130.0,1
74186,,0,4,1,0,0,1,1,0,0,7,11131.0,0
74187,,0,1,2,0,1,0,0,0,0,4,11132.0,0
74188,3.9,1,12,7,0,0,0,0,0,0,20,10545.0,0
74189,,1,1,0,0,0,0,0,0,0,2,11133.0,0
74190,,4,0,0,0,0,0,0,0,0,4,11134.0,0
74191,,0,6,1,3,2,0,0,0,0,12,11135.0,0
74192,3.744444444444444,9,25,6,5,5,1,0,0,0,54,11136.0,3
74193,,1,8,7,1,2,1,0,0,0,20,11137.0,0
74194,3.7439473684210527,0,38,21,8,6,1,0,0,0,76,11138.0,2
74195,3.487204301075269,0,60,62,22,19,9,2,1,0,186,11139.0,11
74196,3.4,0,2,3,2,3,1,0,0,0,11,11140.0,0
74197,3.09,1,3,7,3,4,1,2,1,2,28,11141.0,4
74198,3.39,0,6,5,4,0,0,0,1,0,17,11142.0,1
74199,,0,0,3,2,0,0,0,0,0,5,11143.0,0
74200,,0,5,0,1,1,0,0,0,0,7,11144.0,0
74201,,1,2,1,0,0,0,0,0,0,4,10220.0,0
74202,3.55,6,26,13,15,8,7,2,0,0,80,11145.0,3
74203,3.620485436893204,2,45,27,16,18,0,0,0,0,110,11146.0,2
74204,3.7962433717831114,42,252,78,36,26,12,0,0,0,451,11147.0,4
74205,,1,2,4,1,1,0,0,0,0,10,11149.0,1
74206,,0,1,2,0,0,0,0,0,0,3,11150.0,0
74207,,1,7,1,1,0,0,0,0,0,10,11151.0,0
74208,,2,5,1,0,0,0,0,0,0,8,11152.0,0
74209,,0,17,1,3,4,3,1,0,0,31,11154.0,2
74210,,2,14,7,1,0,0,0,0,0,24,11155.0,0
74211,3.7036000000000002,6,23,12,3,2,1,2,0,1,50,11157.0,0
74212,,1,10,5,2,0,1,0,0,0,19,11158.0,0
74213,3.22,0,5,4,10,3,0,1,0,0,25,11160.0,2
74214,3.55,1,7,5,3,0,1,1,1,0,19,11161.0,0
74215,,0,2,13,2,1,1,0,0,0,20,11162.0,1
74216,,1,2,0,0,0,0,0,0,0,3,11163.0,0
74217,,0,0,0,0,0,0,0,0,0,9,12309.0,9
74218,3.3959615384615387,0,29,32,12,16,5,4,2,2,104,11164.0,2
74219,3.566072900375868,22,105,53,16,17,8,4,0,2,228,11753.0,1
74220,3.6957142857142857,2,23,14,9,1,0,0,0,0,49,,0
74221,3.5676595744680855,0,14,17,7,7,1,0,1,0,47,11165.0,0
74222,,16,3,0,0,0,0,0,0,0,22,8874.0,3
74223,,5,12,1,1,0,0,0,0,0,20,404.0,1
74224,3.958241525423729,34,378,54,5,0,0,0,0,0,472,,1
74225,4.0,119,1,0,0,0,0,0,0,0,120,,0
74226,3.9968085106382976,80,13,1,0,0,0,0,0,0,94,9480.0,0
74227,,1,14,2,0,0,0,0,0,0,17,,0
74228,3.830490196078431,1,52,42,5,1,0,0,0,0,102,11166.0,1
74229,,1,4,0,0,0,0,0,0,0,5,,0
74230,3.95,0,18,0,0,1,0,0,0,0,19,,0
74231,3.47,0,6,12,2,3,1,0,0,0,25,8895.0,1
74232,,0,1,0,0,0,0,0,0,0,1,11172.0,0
74233,3.695527950310559,1,60,62,29,8,0,0,1,0,161,11173.0,0
74234,3.668550724637681,2,47,48,33,7,1,0,0,0,138,11174.0,0
74235,3.6229411764705874,0,21,23,17,7,0,0,0,0,68,11175.0,0
74236,3.663065693430658,8,34,59,25,11,0,0,0,0,137,11176.0,0
74237,3.97,1,21,0,1,0,0,0,0,0,24,,0
74238,3.55,3,9,10,1,5,3,1,0,0,32,,0
74239,3.75375,11,25,18,1,1,2,1,1,0,64,11178.0,4
74240,,0,6,0,0,0,0,0,0,0,6,11179.0,0
74241,3.6921052631578943,4,34,12,3,1,3,3,0,0,61,11180.0,1
74242,,0,1,4,1,2,0,0,0,0,8,11181.0,0
74243,,0,2,0,0,0,0,0,0,0,2,11182.0,0
74244,3.73,0,10,8,4,1,1,1,2,0,27,11183.0,0
74245,3.3718273305084754,0,25,11,12,2,2,0,2,1,59,11184.0,4
74246,,1,6,0,0,0,0,0,1,1,9,11185.0,0
74247,,0,4,0,1,1,0,0,0,0,6,11186.0,0
74248,3.5681438004402057,3,33,14,1,3,3,0,0,1,58,11187.0,0
74249,,0,4,2,0,0,0,0,0,0,6,11188.0,0
74250,,0,0,0,0,0,0,0,0,0,1,9295.0,1
74251,,0,0,0,0,0,0,0,0,0,1,,1
74252,3.98,15,1,1,0,0,0,0,0,0,17,11189.0,0
74253,,0,6,0,0,0,0,0,0,0,6,11190.0,0
74254,,0,18,0,0,0,0,0,0,0,18,,0
74255,3.9242105263157896,10,35,10,2,0,0,0,0,0,57,12307.0,0
74256,3.9112499999999994,12,27,17,0,0,0,0,0,0,56,,0
74257,,0,6,0,0,0,0,0,0,0,6,,0
74258,,1,1,0,0,0,0,0,0,0,2,,0
74259,,0,2,0,0,1,0,0,0,0,33,11428.0,0
74260,3.5549999999999997,0,10,9,6,3,3,0,0,0,32,11192.0,1
74261,,0,13,1,0,0,0,0,0,0,14,11699.0,0
74262,,0,7,2,0,1,0,0,0,0,10,11193.0,0
74263,3.31,0,4,8,3,2,1,1,1,0,21,11194.0,1
74264,,0,2,2,2,0,0,0,0,0,6,11195.0,0
74265,,0,0,0,0,0,0,0,0,0,5,12310.0,5
74266,,0,0,0,0,0,0,0,0,0,1,12311.0,1
74267,3.7,41,103,84,46,17,5,0,0,0,296,9938.0,0
74268,,1,3,4,2,0,0,0,0,0,10,6479.0,0
74269,3.513761096844329,10,506,303,198,152,59,25,25,6,1317,29.0,33
74270,3.3,3,19,10,9,6,7,3,1,0,61,11197.0,3
74271,3.5746376369442316,92,180,134,52,37,27,14,3,8,561,11198.0,14
74272,,0,5,5,0,3,1,0,0,0,15,11199.0,1
74273,3.66,0,17,18,7,3,1,1,0,0,48,11200.0,1
74274,,0,4,2,1,0,0,0,0,1,8,11201.0,0
74275,3.6825925925925924,0,17,5,2,1,0,0,0,0,27,11202.0,2
74276,3.72,2,4,7,2,1,0,0,0,0,16,11203.0,0
74277,,0,0,0,0,0,0,0,0,0,1,85.0,1
74278,,0,1,0,0,0,0,0,0,0,1,128.0,0
74279,,0,0,0,0,0,0,0,0,0,5,148.0,5
74280,,3,16,25,5,5,0,0,1,0,56,11205.0,1
74281,3.435659090909091,1,107,110,105,68,29,13,0,1,440,160.0,6
74282,3.541518987341772,13,67,71,32,31,9,8,2,0,237,11206.0,4
74283,3.596294159417717,12,82,89,64,27,7,2,2,0,287,164.0,2
74284,3.71,5,6,5,1,0,1,1,0,0,19,,0
74285,,3,3,3,6,2,2,0,0,0,21,11208.0,2
74286,3.341287553648069,0,39,45,43,94,10,0,0,0,233,184.0,2
74287,,2,14,3,0,1,0,0,0,0,21,10620.0,1
74288,3.66,0,7,8,2,0,2,0,0,0,19,15450.0,0
74289,3.584242424242424,1,61,22,21,13,8,3,1,1,132,14933.0,1
74290,3.2212244897959184,1,30,16,17,7,9,2,5,4,98,11209.0,7
74291,3.720721559393246,131,665,287,156,87,23,10,7,4,1422,11210.0,52
74292,,0,2,7,4,5,2,1,1,0,22,11211.0,0
74293,3.3097814207650273,16,164,61,74,144,21,18,33,8,549,11212.0,10
74294,3.31,0,5,4,2,3,3,1,1,0,19,11213.0,0
74295,3.8866218054292876,367,907,202,61,52,5,1,0,0,1607,11214.0,12
74296,3.8352616715223675,60,534,112,19,19,5,0,0,1,755,11215.0,5
74297,,0,1,0,0,1,0,0,0,0,2,11216.0,0
74298,,1,11,10,4,3,1,0,0,1,31,11217.0,0
74299,,0,5,0,0,0,0,0,0,0,5,372.0,0
74300,,0,1,5,4,1,0,0,0,0,11,11219.0,0
74301,3.548001617462858,129,286,216,125,103,35,13,14,8,956,11220.0,27
74302,3.796999999986364,31,117,29,19,16,3,0,1,0,220,392.0,2
74303,3.8322619047619044,7,45,27,3,1,0,0,0,0,84,11221.0,0
74304,3.93,8,15,8,0,2,1,0,0,0,34,11222.0,0
74305,3.4262903226096766,5,106,69,35,39,22,14,9,2,310,11223.0,9
74306,3.463061197703036,74,233,525,409,203,45,30,16,4,1590,469.0,51
74307,,1,1,2,0,1,0,0,0,0,6,11224.0,1
74308,3.3752602952602966,0,92,454,437,202,48,29,9,3,1287,471.0,13
74309,3.3235349322210634,29,230,171,151,160,98,56,34,4,959,11225.0,26
74310,2.7699248120300752,4,10,15,20,22,13,14,10,8,133,7519.0,17
74311,4.0,0,67,0,0,0,0,0,0,0,67,,0
74312,3.8460552268382644,9,580,354,68,0,2,0,0,0,1014,,1
74313,3.8064444444444443,11,58,51,11,4,0,0,0,0,135,,0
74314,3.9612622088655125,576,629,96,21,7,2,0,0,0,1331,,0
74315,3.31,0,3,5,6,2,0,0,0,0,18,11226.0,2
74316,3.439814814814815,1,11,22,7,4,4,0,1,1,54,11227.0,3
74317,3.7758333333333334,2,46,34,9,5,0,0,0,0,96,11537.0,0
74318,,8,24,12,2,4,0,0,0,0,50,10302.0,0
74319,3.8414913957934984,74,300,84,33,16,2,1,2,0,523,11234.0,11
74320,,0,4,2,0,0,0,0,0,0,6,11235.0,0
74321,,0,11,5,6,2,0,0,0,0,24,9135.0,0
74322,,0,8,0,0,0,0,0,0,0,8,11236.0,0
74323,,0,34,1,1,1,0,0,0,0,37,7637.0,0
74324,3.886920152093156,99,317,69,23,7,4,0,1,0,526,12359.0,4
74325,3.4294170984326424,76,267,159,62,69,31,28,21,17,772,709.0,42
74326,3.7888775510204087,5,44,39,7,1,1,1,0,0,98,11240.0,0
74327,3.7000000000000006,4,108,26,19,14,3,2,1,1,182,11241.0,4
74328,3.761264367816092,61,174,59,23,9,3,1,2,1,348,11242.0,15
74329,3.9253284347177484,26,363,36,7,5,0,0,1,3,481,11243.0,8
74330,3.967559055094488,52,187,13,1,0,1,0,0,0,254,11244.0,0
74331,3.7567518637188497,130,481,170,55,54,14,7,6,4,939,7712.0,18
74332,,3,20,9,2,1,0,0,0,0,36,11245.0,1
74333,,0,0,0,0,0,0,0,0,0,2,6636.0,2
74334,,0,2,1,0,0,0,0,0,0,3,10021.0,0
74335,3.8,16,15,0,0,1,0,0,0,0,34,11247.0,1
74336,3.8640293914630846,20,350,97,15,11,3,1,0,0,513,11248.0,16
74337,3.8675260636799096,20,107,30,6,3,0,0,1,0,169,11250.0,1
74338,3.9920454545454547,0,73,1,0,0,0,0,0,0,88,11251.0,0
74339,3.490598438859497,22,290,384,179,163,51,29,15,7,1153,11252.0,13
74340,3.6903085241128686,16,416,89,38,30,2,8,7,4,638,11253.0,26
74341,3.390740740740741,0,11,22,7,6,1,4,1,1,54,11254.0,1
74342,3.57,0,11,14,9,7,0,0,0,0,41,11256.0,0
74343,3.7519664031403157,10,38,30,8,3,1,0,0,0,92,11257.0,2
74344,3.043636363636364,0,4,11,17,5,7,4,2,2,55,11258.0,3
74345,3.593121387283237,0,40,74,36,13,3,0,0,0,173,11259.0,7
74346,,0,5,8,3,0,0,0,0,0,17,11260.0,1
74347,3.95,1,9,2,0,0,0,0,0,0,12,11261.0,0
74348,3.7508749101119756,41,551,216,67,41,24,6,9,4,1007,11262.0,20
74349,3.7786423004002527,59,656,271,89,35,22,4,7,4,1212,11263.0,23
74350,3.9374393413246773,15,292,21,5,6,3,0,0,0,366,11264.0,2
74351,3.8447203231637403,25,243,101,26,9,3,1,0,0,424,11265.0,4
74352,3.9210495722947094,18,125,23,2,3,0,0,1,0,174,11266.0,2
74353,3.979456249543804,11,110,4,0,1,0,0,0,0,139,11267.0,1
74354,3.51375582997668,11,237,182,125,91,25,11,15,3,718,6671.0,18
74355,3.3112903225806454,0,21,10,8,4,7,3,5,2,62,11268.0,2
74356,4.0,3,15,0,0,0,0,0,0,0,18,6673.0,0
74357,3.8634615384615385,8,53,10,5,1,2,0,0,0,79,11269.0,0
74358,3.4629999999999996,2,37,50,36,21,4,1,2,4,160,11270.0,3
74359,3.753846153846154,4,28,18,7,3,0,0,0,0,61,1112.0,1
74360,3.827894736842105,10,17,6,2,2,1,0,0,0,38,11272.0,0
74361,,0,9,16,6,3,0,0,1,0,36,11273.0,1
74362,3.79842105263158,11,45,3,5,9,1,0,0,0,76,11274.0,2
74363,,0,1,0,0,0,0,0,0,0,1,10685.0,0
74364,,1,10,2,1,3,0,0,0,0,17,10686.0,0
74365,,0,0,0,0,0,0,0,0,0,90,11275.0,1
74366,,0,0,0,0,0,0,0,0,0,29,11276.0,0
74367,,0,0,0,0,0,0,0,0,0,390,8926.0,0
74368,,0,0,0,0,0,0,0,0,0,90,11278.0,0
74369,,0,0,0,0,0,0,0,0,0,87,11279.0,0
74370,,0,0,0,0,0,0,0,0,0,1,7902.0,1
74371,,0,0,0,0,0,0,0,0,0,2,8929.0,2
74372,,0,0,0,0,0,0,0,0,0,67,1266.0,1
74373,,0,0,0,0,0,0,0,0,0,40,11282.0,1
74374,,0,0,0,0,0,0,0,0,0,215,11283.0,1
74375,,0,0,0,0,0,0,0,0,0,181,1275.0,0
74376,,0,0,0,0,0,0,0,0,0,134,6227.0,2
74377,,0,0,0,0,0,0,0,0,0,1,11285.0,1
74378,,0,0,0,0,0,0,0,0,0,60,10693.0,0
74379,,0,0,0,0,0,0,0,0,0,322,11286.0,0
74380,,0,0,0,0,0,0,0,0,0,118,6743.0,0
74381,,0,0,0,0,0,0,0,0,0,11,1318.0,0
74382,3.41,0,14,39,38,21,6,2,0,0,120,11287.0,0
74383,,0,0,0,0,0,0,0,0,0,4,11177.0,4
74384,3.78,0,14,14,2,0,0,1,0,0,32,11288.0,1
74385,,0,6,2,0,0,0,0,0,0,8,11289.0,0
74386,3.28,0,5,4,2,4,3,0,2,0,20,11290.0,0
74387,,2,18,5,3,0,0,0,0,0,28,1369.0,0
74388,,0,4,1,0,0,0,0,0,0,5,11291.0,0
74389,3.8,1,17,6,1,1,0,0,0,0,27,11292.0,0
74390,,0,0,0,0,0,0,0,0,0,1,1424.0,1
74391,,0,2,3,2,0,0,0,0,0,7,11293.0,0
74392,,9,24,8,2,1,0,0,0,0,45,11294.0,1
74393,,0,7,0,0,0,0,0,0,0,8,11295.0,1
74394,,0,2,1,2,1,0,0,0,0,6,11296.0,0
74395,3.9311592741774195,9,90,6,2,2,1,0,0,0,124,1448.0,0
74396,,6,4,0,0,0,0,0,0,0,10,11297.0,0
74397,,2,8,2,0,0,0,0,0,0,13,11298.0,1
74398,3.9025,5,21,9,0,1,0,0,0,0,40,11299.0,3
74399,3.77,4,11,4,1,0,0,0,0,0,22,11300.0,2
74400,,1,1,1,0,0,0,0,0,0,4,11301.0,1
74401,,0,3,1,1,0,0,0,0,0,5,11302.0,0
74402,,0,2,2,0,0,0,0,0,0,4,11303.0,0
74403,2.59,0,0,6,4,3,5,0,2,0,22,10391.0,2
74404,3.3182500000000004,17,13,13,9,8,6,4,2,1,80,11304.0,7
74405,,0,5,3,1,0,0,0,1,0,10,11305.0,0
74406,,0,0,0,1,0,2,1,0,1,5,11306.0,0
74407,3.2662394589664183,21,191,139,76,79,32,21,21,9,641,11307.0,50
74408,3.3991777537480274,70,119,101,69,58,32,14,17,2,512,11308.0,30
74409,,0,7,3,1,3,0,0,1,0,18,11309.0,3
74410,3.59,3,5,4,3,3,3,0,1,0,23,11310.0,1
74411,3.5472340425531916,0,24,14,7,2,1,1,2,0,53,11311.0,2
74412,3.75,0,12,1,1,1,0,0,1,0,16,11312.0,0
74413,3.5724324324324326,1,20,6,11,3,1,0,1,0,45,11313.0,2
74414,3.6,0,9,7,1,3,2,0,1,0,23,11315.0,0
74415,3.13,0,6,2,5,2,4,3,0,0,22,11316.0,0
74416,,0,2,2,0,0,0,0,0,1,5,11317.0,0
74417,,0,0,0,0,0,0,0,0,0,6,11320.0,6
74418,,0,0,0,0,0,0,0,0,0,6,11323.0,6
74419,,0,0,0,0,0,0,0,0,0,6,11324.0,6
74420,,0,0,0,0,0,0,0,0,0,10,11326.0,10
74421,,0,0,0,0,0,0,0,0,0,10,11329.0,10
74422,,0,0,0,0,0,0,0,0,0,30,11331.0,30
74423,,0,0,0,0,0,0,0,0,0,5,11332.0,5
74424,,0,0,0,0,0,0,0,0,0,14,11333.0,14
74425,,0,0,0,0,0,0,0,0,0,18,11334.0,18
74426,,0,0,0,0,0,0,0,0,0,11,11335.0,11
74427,,0,0,0,0,0,0,0,0,0,2,11338.0,2
74428,3.6769620253534563,1,570,204,101,79,31,15,10,1,1027,11339.0,15
74429,3.54,3,3,3,5,0,1,1,0,0,16,11340.0,0
74430,3.96,0,138,16,1,0,0,0,0,0,155,11341.0,0
74431,3.516503267973856,17,76,96,61,25,15,6,3,5,306,11342.0,2
74432,3.7048329015179133,850,653,453,232,164,90,41,19,8,2526,11344.0,16
74433,3.4737953558737855,12,188,144,125,81,22,16,12,3,609,11345.0,6
74434,3.5586,1,8,25,10,2,3,1,0,0,50,11346.0,0
74435,3.1748006135398774,1,110,157,103,111,73,33,25,18,652,11347.0,21
74436,3.433035294122353,16,130,98,59,52,27,21,3,7,425,11348.0,12
74437,3.858232323235354,26,692,186,46,24,6,3,2,2,990,11349.0,3
74438,3.5974074074074074,10,19,12,2,2,3,0,0,0,50,11352.0,2
74439,,5,7,10,1,0,1,0,0,0,26,11353.0,2
74440,,0,0,0,4,0,1,0,0,0,5,11354.0,0
74441,3.9310975609756103,32,36,11,0,1,1,0,0,0,82,11355.0,1
74442,3.4896332714632035,34,27,30,16,19,16,0,1,0,147,11356.0,4
74443,3.978181818181818,0,83,0,1,1,0,0,0,0,86,11357.0,1
74444,3.8774757281067966,5,79,8,5,5,0,1,0,0,103,11358.0,0
74445,,9,20,7,2,3,1,0,0,0,44,11360.0,2
74446,3.2973770491803283,0,3,16,21,13,8,0,0,0,61,11361.0,0
74447,3.94,0,25,3,0,0,0,0,0,0,29,11362.0,1
74448,3.661449275362319,0,22,28,14,4,1,0,0,0,69,11363.0,0
74449,3.5318562357240366,46,88,92,40,31,21,4,5,4,345,1632.0,14
74450,3.3987706756255958,18,47,74,33,32,22,8,4,3,246,1633.0,5
74451,3.5969892473655913,4,24,39,9,10,7,0,0,0,93,1634.0,0
74452,3.823076923,7,23,14,4,0,2,1,0,0,51,10409.0,0
74453,3.876412213740458,10,92,18,7,2,1,1,0,0,131,11372.0,0
74454,3.828861386138614,27,125,26,10,4,2,0,2,0,202,11373.0,6
74455,3.79,0,6,3,2,0,0,0,0,0,11,11374.0,0
74456,3.89,0,17,5,4,0,0,0,0,0,26,11375.0,0
74457,3.51148514850495,0,7,45,45,4,0,0,0,0,101,11376.0,0
74458,3.392289719626168,0,17,48,120,24,4,0,1,0,214,11029.0,0
74459,,0,3,2,1,1,1,0,0,0,8,11377.0,0
74460,3.43779999992,1,7,14,17,9,2,0,0,0,50,11378.0,0
74461,3.5092307692307694,2,14,8,16,10,2,0,0,0,52,11379.0,0
74462,3.4,0,1,2,8,1,0,0,0,0,13,11380.0,1
74463,,11,53,7,2,1,0,0,0,0,76,1768.0,2
74464,,12,66,14,9,1,2,0,0,0,107,1770.0,3
74465,,3,15,4,0,0,0,0,0,0,22,1774.0,0
74466,3.3,0,7,7,14,7,1,0,0,0,36,1803.0,0
74467,3.4,0,0,6,6,3,0,0,0,0,15,11383.0,0
74468,3.36,0,10,8,22,4,2,0,4,0,50,11384.0,0
74469,3.41777777779798,0,8,34,37,17,2,0,1,0,99,11385.0,0
74470,3.4,0,0,3,9,0,0,0,0,0,12,11386.0,0
74471,3.35,0,2,4,6,0,0,0,0,0,13,11387.0,1
74472,,0,1,2,1,1,1,0,0,0,6,11389.0,0
